"id","Order","Family","Genus","Species","Fos","Ter","Aqu","Arb","Leaves","Flowers","Seeds","Fruits","Arthro","Vert","Diu","Noc","Crepu","Wet_warm","Wet_cold","Dry_warm","Dry_cold","Body_mass_g","Age_at_maturity_min_y","Age_at_maturity_max_y","Body_size_mm","Size_at_maturity_min_mm","Size_at_maturity_max_mm","Longevity_max_y","Litter_size_min_n","Litter_size_max_n","Reproductive_output_y","Offspring_size_min_mm","Offspring_size_max_mm","Dir","Lar","Viv","OBS"
"Anf4774","Anura","Ranidae","Hylarana","Hylarana albotuberculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4775","Anura","Ranidae","Hylarana","Hylarana amnicola",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4776","Anura","Ranidae","Hylarana","Hylarana arfaki",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4777","Anura","Ranidae","Hylarana","Hylarana asperrima",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4778","Anura","Ranidae","Hylarana","Hylarana attigua",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4779","Anura","Ranidae","Hylarana","Hylarana aurantiaca",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4780","Anura","Ranidae","Hylarana","Hylarana aurata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4781","Anura","Ranidae","Hylarana","Hylarana banjarana",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4782","Anura","Ranidae","Hylarana","Hylarana baramica",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4783","Anura","Ranidae","Hylarana","Hylarana celebensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4784","Anura","Ranidae","Hylarana","Hylarana chalconota",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,79,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4785","Anura","Ranidae","Hylarana","Hylarana chitwanensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4786","Anura","Ranidae","Hylarana","Hylarana crassiovis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4787","Anura","Ranidae","Hylarana","Hylarana cubitalis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4788","Anura","Ranidae","Hylarana","Hylarana daemeli",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,45.7,NA,NA,98.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4789","Anura","Ranidae","Hylarana","Hylarana darlingi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4790","Anura","Ranidae","Hylarana","Hylarana debussyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4791","Anura","Ranidae","Hylarana","Hylarana elberti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4792","Anura","Ranidae","Hylarana","Hylarana erythraea",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,2,2,2,0,1,0,NA
"Anf4793","Anura","Ranidae","Hylarana","Hylarana eschatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4794","Anura","Ranidae","Hylarana","Hylarana everetti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4795","Anura","Ranidae","Hylarana","Hylarana faber",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4796","Anura","Ranidae","Hylarana","Hylarana florensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4797","Anura","Ranidae","Hylarana","Hylarana fonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4798","Anura","Ranidae","Hylarana","Hylarana galamensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,1500,5135,1,1.7,1.7,0,1,0,NA
"Anf4799","Anura","Ranidae","Hylarana","Hylarana garoensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4800","Anura","Ranidae","Hylarana","Hylarana garritor",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,35.5,NA,NA,76,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4801","Anura","Ranidae","Hylarana","Hylarana glandulosa",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4802","Anura","Ranidae","Hylarana","Hylarana gracilis",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,63.5,NA,NA,NA,NA,NA,1,1,1.3,0,1,0,NA
"Anf4803","Anura","Ranidae","Hylarana","Hylarana grandocula",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4804","Anura","Ranidae","Hylarana","Hylarana grisea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4805","Anura","Ranidae","Hylarana","Hylarana guentheri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,48.8,2,3,76,45,60,6,990,3000,1,1.5,1.5,0,1,0,NA
"Anf4806","Anura","Ranidae","Hylarana","Hylarana hekouensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4807","Anura","Ranidae","Hylarana","Hylarana igorota",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4808","Anura","Ranidae","Hylarana","Hylarana jimiensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4809","Anura","Ranidae","Hylarana","Hylarana kampeni",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4810","Anura","Ranidae","Hylarana","Hylarana kreffti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4811","Anura","Ranidae","Hylarana","Hylarana labialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4812","Anura","Ranidae","Hylarana","Hylarana laterimaculata",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4813","Anura","Ranidae","Hylarana","Hylarana latouchii",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,165,1126,1,1.5,1.5,0,1,0,NA
"Anf4814","Anura","Ranidae","Hylarana","Hylarana lemairei",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,2,NA,NA,0,1,0,NA
"Anf4815","Anura","Ranidae","Hylarana","Hylarana leptoglossa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.06,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4816","Anura","Ranidae","Hylarana","Hylarana lepus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4817","Anura","Ranidae","Hylarana","Hylarana longipes",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,60.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4818","Anura","Ranidae","Hylarana","Hylarana luctuosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,68,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4819","Anura","Ranidae","Hylarana","Hylarana luzonensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4820","Anura","Ranidae","Hylarana","Hylarana macrodactyla",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,NA,NA,300,300,1,1.3,1.3,0,1,0,NA
"Anf4821","Anura","Ranidae","Hylarana","Hylarana macrops",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4822","Anura","Ranidae","Hylarana","Hylarana malabarica",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,1,0.7,1,0,1,0,NA
"Anf4823","Anura","Ranidae","Hylarana","Hylarana mangyanum",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4824","Anura","Ranidae","Hylarana","Hylarana maosonensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4825","Anura","Ranidae","Hylarana","Hylarana margariana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4826","Anura","Ranidae","Hylarana","Hylarana megalonesa",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65.6,35,35,NA,710,1387,NA,NA,NA,NA,NA,NA,NA
"Anf4827","Anura","Ranidae","Hylarana","Hylarana melanomenta",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4828","Anura","Ranidae","Hylarana","Hylarana menglaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4829","Anura","Ranidae","Hylarana","Hylarana milleti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4830","Anura","Ranidae","Hylarana","Hylarana milneana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,62.4,NA,NA,86.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4831","Anura","Ranidae","Hylarana","Hylarana mocquardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4832","Anura","Ranidae","Hylarana","Hylarana moellendorffi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4833","Anura","Ranidae","Hylarana","Hylarana moluccana",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4834","Anura","Ranidae","Hylarana","Hylarana montivaga",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4835","Anura","Ranidae","Hylarana","Hylarana mortenseni",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4836","Anura","Ranidae","Hylarana","Hylarana nicobariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4837","Anura","Ranidae","Hylarana","Hylarana nigrovittata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14.8,2,2,70,NA,NA,9,232,330,1,1.4,1.4,0,1,0,NA
"Anf4838","Anura","Ranidae","Hylarana","Hylarana novaeguineae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4839","Anura","Ranidae","Hylarana","Hylarana occidentalis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4840","Anura","Ranidae","Hylarana","Hylarana papua",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,25.7,NA,NA,69.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4841","Anura","Ranidae","Hylarana","Hylarana parkeriana",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4842","Anura","Ranidae","Hylarana","Hylarana parvacola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4843","Anura","Ranidae","Hylarana","Hylarana persimilis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4844","Anura","Ranidae","Hylarana","Hylarana picturata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4845","Anura","Ranidae","Hylarana","Hylarana raniceps",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,70.8,NA,NA,NA,1220,3096,1,1.1,1.5,0,1,0,NA
"Anf4846","Anura","Ranidae","Hylarana","Hylarana rufipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4847","Anura","Ranidae","Hylarana","Hylarana scutigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4848","Anura","Ranidae","Hylarana","Hylarana siberu",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4849","Anura","Ranidae","Hylarana","Hylarana signata",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.18,NA,NA,NA,NA,NA,1,1.7,1.7,0,1,0,NA
"Anf4850","Anura","Ranidae","Hylarana","Hylarana similis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4851","Anura","Ranidae","Hylarana","Hylarana spinulosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4852","Anura","Ranidae","Hylarana","Hylarana supragrisea",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,110,NA,NA,109.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4853","Anura","Ranidae","Hylarana","Hylarana taipehensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6.8,1,2,40,NA,NA,4,189,200,1,1.2,1.2,0,1,0,NA
"Anf4854","Anura","Ranidae","Hylarana","Hylarana temporalis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,79.4,NA,NA,NA,800,1200,1,1.3,2.5,0,1,0,NA
"Anf4855","Anura","Ranidae","Hylarana","Hylarana tipanan",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4856","Anura","Ranidae","Hylarana","Hylarana tytleri",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4857","Anura","Ranidae","Hylarana","Hylarana volkerjane",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,104.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4858","Anura","Ranidae","Hylarana","Hylarana waliesa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,80.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4859","Anura","Ranidae","Lithobates","Lithobates areolatus",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,2,5,110,71,79,5,2000,7000,1,2,3,0,1,0,NA
"Anf4860","Anura","Ranidae","Lithobates","Lithobates berlandieri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4861","Anura","Ranidae","Lithobates","Lithobates blairi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,5250,5250,1,NA,NA,0,1,0,NA
"Anf4862","Anura","Ranidae","Lithobates","Lithobates brownorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf4863","Anura","Ranidae","Lithobates","Lithobates bwana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4864","Anura","Ranidae","Lithobates","Lithobates capito",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,151,NA,NA,113,NA,NA,NA,7000,7000,1,2,2,0,1,0,NA
"Anf4865","Anura","Ranidae","Lithobates","Lithobates catesbeianus",NA,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,467.8,1,5,203,100,120,16,8000,25500,1,1.7,2.5,0,1,0,NA
"Anf4866","Anura","Ranidae","Lithobates","Lithobates chichicuahutla",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4867","Anura","Ranidae","Lithobates","Lithobates chiricahuensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.3,3,3,135,NA,NA,11,892,892,1,NA,NA,0,1,0,NA
"Anf4868","Anura","Ranidae","Lithobates","Lithobates clamitans",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,47.9,2,2,87,NA,NA,10,265,5500,1,1.5,1.5,0,1,0,NA
"Anf4869","Anura","Ranidae","Lithobates","Lithobates dunni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4870","Anura","Ranidae","Lithobates","Lithobates fisheri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4871","Anura","Ranidae","Lithobates","Lithobates forreri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,100,100,1,NA,NA,0,1,0,NA
"Anf4872","Anura","Ranidae","Lithobates","Lithobates grylio",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,162,82,102,6,8,15000,1,NA,NA,0,1,0,NA
"Anf4873","Anura","Ranidae","Lithobates","Lithobates heckscheri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,155,82,102,NA,6000,8000,2,1.5,2,0,1,0,NA
"Anf4874","Anura","Ranidae","Lithobates","Lithobates johni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4875","Anura","Ranidae","Lithobates","Lithobates juliani",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4876","Anura","Ranidae","Lithobates","Lithobates lemosespinali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf4877","Anura","Ranidae","Lithobates","Lithobates macroglossa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4878","Anura","Ranidae","Lithobates","Lithobates maculatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,113,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4879","Anura","Ranidae","Lithobates","Lithobates magnaocularis",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4880","Anura","Ranidae","Lithobates","Lithobates megapoda",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf4881","Anura","Ranidae","Lithobates","Lithobates miadis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
